episode,timestep,reward
1313,131400,250.0
1315,131600,172.0
1317,131800,214.0
1319,132000,201.5
1321,132200,181.5
1323,132400,152.5
1325,132600,186.0
1327,132800,220.5
1329,133000,239.5
1331,133200,135.5
1333,133400,255.0
1335,133600,166.5
1337,133800,213.5
1339,134000,152.0
1341,134200,141.5
1343,134400,208.0
1345,134600,159.0
1347,134800,201.5
1349,135000,240.5
1351,135200,222.0
1353,135400,271.0
1355,135600,152.0
1357,135800,202.0
1359,136000,226.5
1361,136200,148.5
1363,136400,177.0
1365,136600,242.5
1367,136800,197.5
1369,137000,209.0
1371,137200,146.0
1373,137400,245.0
1375,137600,248.5
1377,137800,173.0
1379,138000,135.0
1381,138200,183.0
1383,138400,222.5
1385,138600,204.0
1387,138800,223.5
1389,139000,185.0
1391,139200,153.0
1393,139400,217.0
1395,139600,170.5
1397,139800,227.0
1399,140000,179.0
1401,140200,169.0
1403,140400,198.5
1405,140600,223.5
1407,140800,238.5
1409,141000,190.5
1411,141200,240.5
1413,141400,205.5
1415,141600,125.5
1417,141800,180.5
1419,142000,131.5
1421,142200,207.0
1423,142400,208.0
1425,142600,183.0
1427,142800,219.0
1429,143000,190.0
1431,143200,188.5
1433,143400,134.0
1435,143600,169.0
1437,143800,195.0
1439,144000,189.5
1441,144200,173.5
1443,144400,228.0
1445,144600,147.5
1447,144800,304.5
1449,145000,181.0
1451,145200,217.5
1453,145400,268.0
1455,145600,262.0
1457,145800,228.5
1459,146000,199.5
1461,146200,234.5
1463,146400,196.5
1465,146600,240.0
1467,146800,180.0
1469,147000,309.5
1471,147200,251.5
1473,147400,246.5
1475,147600,207.0
1477,147800,226.0
1479,148000,199.0
1481,148200,243.5
1483,148400,240.5
1485,148600,221.5
1487,148800,225.0
1489,149000,253.0
1491,149200,227.0
1493,149400,196.5
1495,149600,205.0
1497,149800,223.5
1499,150000,210.5
1501,150200,155.0
1503,150400,179.0
1505,150600,237.0
1507,150800,204.5
1509,151000,178.0
1511,151200,308.5
1513,151400,225.5
1515,151600,217.5
1517,151800,174.0
1519,152000,177.5
1521,152200,171.0
1523,152400,175.5
1525,152600,160.5
1527,152800,116.0
1529,153000,222.0
1531,153200,168.5
1533,153400,106.5
1535,153600,184.0
1537,153800,174.5
1539,154000,204.5
1541,154200,168.0
1543,154400,246.0
1545,154600,190.0
1547,154800,213.5
1549,155000,135.0
1551,155200,159.0
1553,155400,175.5
1555,155600,198.0
1557,155800,103.0
1559,156000,246.5
1561,156200,153.0
1563,156400,124.5
1565,156600,153.0
1567,156800,231.0
1569,157000,235.5
1571,157200,178.5
1573,157400,254.5
1575,157600,232.5
1577,157800,215.5
1579,158000,174.0
1581,158200,127.0
1583,158400,167.5
1585,158600,193.5
1587,158800,93.5
1589,159000,266.0
1591,159200,176.0
1593,159400,183.0
1595,159600,164.0
1597,159800,221.5
1599,160000,245.5
1601,160200,215.5
1603,160400,203.0
1605,160600,222.0
1607,160800,208.0
1609,161000,175.5
1611,161200,174.0
1613,161400,157.0
1615,161600,192.5
1617,161800,144.5
1619,162000,235.5
1621,162200,200.5
1623,162400,253.5
1625,162600,203.0
1627,162800,157.0
1629,163000,215.0
1631,163200,165.0
1633,163400,93.0
1635,163600,148.5
1637,163800,201.5
1639,164000,226.5
1641,164200,176.0
1643,164400,338.5
1645,164600,138.0
1647,164800,275.0
1649,165000,253.0
1651,165200,129.5
1653,165400,175.5
1655,165600,251.5
1657,165800,166.5
1659,166000,228.5
1661,166200,181.5
1663,166400,137.0
1665,166600,289.0
1667,166800,217.5
1669,167000,194.5
1671,167200,234.5
1673,167400,235.5
1675,167600,262.0
1677,167800,215.0
1679,168000,126.5
1681,168200,195.0
1683,168400,228.5
1685,168600,219.5
1687,168800,206.0
1689,169000,344.0
1691,169200,262.0
1693,169400,228.0
1695,169600,198.0
1697,169800,178.5
1699,170000,244.5
1701,170200,149.5
1703,170400,258.0
1705,170600,216.0
1707,170800,158.0
1709,171000,243.5
1711,171200,226.5
1713,171400,287.5
1715,171600,251.5
1717,171800,215.0
1719,172000,215.0
1721,172200,235.5
1723,172400,244.0
1725,172600,261.0
1727,172800,197.0
1729,173000,275.5
1731,173200,163.5
1733,173400,195.0
1735,173600,199.0
1737,173800,221.0
1739,174000,208.5
1741,174200,198.0
1743,174400,244.0
1745,174600,251.5
1747,174800,237.5
1749,175000,251.5
1751,175200,261.0
1753,175400,231.0
1755,175600,295.5
1757,175800,272.0
1759,176000,175.5
1761,176200,243.0
1763,176400,176.0
1765,176600,220.5
1767,176800,225.0
1769,177000,246.0
1771,177200,201.5
1773,177400,236.0
1775,177600,228.0
1777,177800,242.0
1779,178000,202.0
1781,178200,190.0
1783,178400,325.0
1785,178600,220.0
1787,178800,220.0
1789,179000,243.5
1791,179200,178.0
1793,179400,266.0
1795,179600,173.0
1797,179800,152.0
1799,180000,275.5
1801,180200,223.0
1803,180400,138.5
1805,180600,181.5
1807,180800,148.0
1809,181000,208.0
1811,181200,223.5
1813,181400,189.5
1815,181600,176.5
1817,181800,156.0
1819,182000,217.0
1821,182200,189.0
1823,182400,269.5
1825,182600,169.0
1827,182800,222.5
1829,183000,329.5
1831,183200,249.5
1833,183400,230.0
1835,183600,215.0
1837,183800,208.5
1839,184000,208.5
1841,184200,194.5
1843,184400,213.0
1845,184600,239.0
1847,184800,220.0
1849,185000,203.5
1851,185200,191.5
1853,185400,267.5
1855,185600,212.5
1857,185800,257.5
1859,186000,242.5
1861,186200,264.5
1863,186400,330.5
1865,186600,234.5
1867,186800,175.5
1869,187000,165.5
1871,187200,167.0
1873,187400,204.0
1875,187600,171.5
1877,187800,261.5
1879,188000,162.5
1881,188200,187.5
1883,188400,139.0
1885,188600,198.0
1887,188800,249.5
1889,189000,289.0
1891,189200,258.0
1893,189400,236.0
1895,189600,170.5
1897,189800,178.5
1899,190000,223.0
1901,190200,209.5
1903,190400,193.5
1905,190600,167.5
1907,190800,218.5
1909,191000,195.0
1911,191200,140.0
1913,191400,219.0
1915,191600,142.5
1917,191800,260.0
1919,192000,184.5
1921,192200,238.0
1923,192400,286.5
1925,192600,183.5
1927,192800,232.5
1929,193000,242.0
1931,193200,142.5
1933,193400,197.5
1935,193600,295.5
1937,193800,267.0
1939,194000,291.0
1941,194200,172.0
1943,194400,192.0
1945,194600,195.5
1947,194800,226.0
1949,195000,206.0
1951,195200,143.5
1953,195400,210.0
1955,195600,168.5
1957,195800,224.0
1959,196000,219.0
1961,196200,224.0
1963,196400,269.5
1965,196600,233.0
1967,196800,218.5
1969,197000,178.5
1971,197200,208.0
1973,197400,215.5
1975,197600,223.5
1977,197800,207.0
1979,198000,164.0
1981,198200,298.5
1983,198400,275.0
1985,198600,194.5
1987,198800,188.5
1989,199000,236.5
1991,199200,170.0
1993,199400,232.0
1995,199600,189.0
1997,199800,186.0
1999,200000,221.5
2001,200200,155.5
2003,200400,239.0
2005,200600,154.0
2007,200800,164.5
2009,201000,169.0
2011,201200,186.0
2013,201400,268.5
2015,201600,247.5
2017,201800,173.5
2019,202000,244.0
2021,202200,189.0
2023,202400,124.5
2025,202600,199.5
2027,202800,183.5
2029,203000,240.0
2031,203200,131.0
2033,203400,227.0
2035,203600,197.5
2037,203800,201.0
2039,204000,250.0
2041,204200,212.0
2043,204400,227.5
2045,204600,200.5
2047,204800,355.5
2049,205000,165.0
2051,205200,228.5
2053,205400,230.0
2055,205600,271.0
2057,205800,256.0
2059,206000,220.0
2061,206200,155.0
2063,206400,247.0
2065,206600,233.0
2067,206800,302.0
2069,207000,216.5
2071,207200,170.5
2073,207400,226.0
2075,207600,252.5
2077,207800,193.0
2079,208000,177.0
2081,208200,283.0
2083,208400,232.0
2085,208600,218.0
2087,208800,168.5
2089,209000,176.5
2091,209200,190.0
2093,209400,302.0
2095,209600,240.0
2097,209800,203.5
2099,210000,290.5
2101,210200,210.0
2103,210400,268.0
2105,210600,135.5
2107,210800,252.0
2109,211000,259.0
2111,211200,227.5
2113,211400,150.5
2115,211600,242.5
2117,211800,282.5
2119,212000,298.5
2121,212200,152.5
2123,212400,176.0
2125,212600,259.5
2127,212800,206.5
2129,213000,273.0
2131,213200,152.0
2133,213400,207.0
2135,213600,63.5
2137,213800,246.0
2139,214000,267.0
2141,214200,202.5
2143,214400,283.5
2145,214600,179.0
2147,214800,126.0
2149,215000,131.5
2151,215200,179.0
2153,215400,271.0
2155,215600,246.5
2157,215800,244.0
2159,216000,221.5
2161,216200,89.5
2163,216400,144.5
2165,216600,250.0
2167,216800,257.0
2169,217000,207.5
2171,217200,298.5
2173,217400,200.5
2175,217600,266.5
2177,217800,159.0
2179,218000,170.0
2181,218200,187.0
2183,218400,184.5
2185,218600,212.5
2187,218800,180.5
2189,219000,193.5
2191,219200,275.0
2193,219400,243.0
2195,219600,234.5
2197,219800,241.5
2199,220000,215.5
2201,220200,279.5
2203,220400,208.5
2205,220600,287.0
2207,220800,256.0
2209,221000,231.5
2211,221200,203.0
2213,221400,202.5
2215,221600,214.5
2217,221800,198.0
2219,222000,195.5
2221,222200,140.5
2223,222400,293.0
2225,222600,313.5
2227,222800,276.5
2229,223000,242.5
2231,223200,295.5
2233,223400,212.5
2235,223600,271.0
2237,223800,203.0
2239,224000,199.0
2241,224200,212.0
2243,224400,204.5
2245,224600,224.5
2247,224800,354.0
2249,225000,208.5
2251,225200,207.0
2253,225400,215.0
2255,225600,218.0
2257,225800,186.0
2259,226000,300.5
2261,226200,186.5
2263,226400,231.5
2265,226600,182.0
2267,226800,227.0
2269,227000,224.0
2271,227200,221.5
2273,227400,178.5
2275,227600,293.0
2277,227800,150.5
2279,228000,158.0
2281,228200,210.5
2283,228400,157.5
2285,228600,263.5
2287,228800,206.5
2289,229000,216.5
2291,229200,223.0
2293,229400,220.0
2295,229600,281.5
2297,229800,272.0
2299,230000,230.0
2301,230200,184.5
2303,230400,200.5
2305,230600,250.5
2307,230800,235.0
2309,231000,348.0
2311,231200,188.0
2313,231400,154.5
2315,231600,280.0
2317,231800,243.0
2319,232000,144.0
2321,232200,180.0
2323,232400,180.0
2325,232600,222.0
2327,232800,139.5
2329,233000,241.0
2331,233200,223.5
2333,233400,163.5
2335,233600,198.5
2337,233800,323.0
2339,234000,219.5
2341,234200,165.0
2343,234400,238.0
2345,234600,149.0
2347,234800,247.5
2349,235000,97.0
2351,235200,164.5
2353,235400,184.0
2355,235600,265.0
2357,235800,152.5
2359,236000,199.5
2361,236200,131.5
2363,236400,245.0
2365,236600,272.5
2367,236800,263.0
2369,237000,178.0
2371,237200,176.0
2373,237400,176.0
2375,237600,356.5
2377,237800,259.0
2379,238000,198.5
2381,238200,280.0
2383,238400,106.5
2385,238600,163.0
2387,238800,223.0
2389,239000,130.5
2391,239200,283.0
2393,239400,201.5
2395,239600,241.0
2397,239800,196.0
2399,240000,172.0
2401,240200,250.0
2403,240400,265.0
2405,240600,276.0
2407,240800,212.5
2409,241000,195.5
2411,241200,249.5
2413,241400,220.0
2415,241600,297.5
2417,241800,245.5
2419,242000,165.5
2421,242200,203.5
2423,242400,243.0
2425,242600,270.0
2427,242800,212.0
2429,243000,259.5
2431,243200,137.5
2433,243400,177.0
2435,243600,254.5
2437,243800,204.0
2439,244000,158.5
2441,244200,243.5
2443,244400,259.0
2445,244600,238.0
2447,244800,269.0
2449,245000,284.5
2451,245200,254.0
2453,245400,253.0
2455,245600,137.5
2457,245800,210.0
2459,246000,178.0
2461,246200,162.5
2463,246400,229.5
2465,246600,234.5
2467,246800,300.5
2469,247000,204.0
2471,247200,313.5
2473,247400,237.5
2475,247600,230.5
2477,247800,110.0
2479,248000,164.5
2481,248200,219.0
2483,248400,220.5
2485,248600,242.5
2487,248800,164.5
2489,249000,231.5
2491,249200,269.0
2493,249400,178.0
2495,249600,171.0
2497,249800,178.5
2499,250000,216.0
2501,250200,201.0
2503,250400,198.5
2505,250600,229.0
2507,250800,190.0
2509,251000,180.5
2511,251200,182.5
2513,251400,217.0
2515,251600,207.5
2517,251800,221.5
2519,252000,186.0
2521,252200,235.5
2523,252400,158.5
2525,252600,221.5
2527,252800,247.5
2529,253000,184.5
2531,253200,179.5
2533,253400,229.5
2535,253600,143.5
2537,253800,254.0
2539,254000,200.0
2541,254200,176.5
2543,254400,190.0
2545,254600,136.5
2547,254800,122.0
2549,255000,301.5
2551,255200,237.5
2553,255400,239.0
2555,255600,200.5
2557,255800,212.5
2559,256000,177.0
2561,256200,185.0
2563,256400,235.0
2565,256600,158.0
2567,256800,218.0
2569,257000,214.5
2571,257200,286.0
2573,257400,259.0
2575,257600,201.0
2577,257800,134.0
2579,258000,162.0
2581,258200,269.0
2583,258400,189.5
2585,258600,179.0
2587,258800,273.0
2589,259000,237.0
2591,259200,203.5
2593,259400,231.0
2595,259600,200.0
2597,259800,236.5
2599,260000,181.5
2601,260200,256.5
2603,260400,219.5
2605,260600,235.5
2607,260800,124.0
2609,261000,245.0
2611,261200,166.5
2613,261400,240.5
2615,261600,231.5
2617,261800,174.5
2619,262000,220.5
2621,262200,124.5
2623,262400,226.0
2625,262600,203.0
2627,262800,218.0
2629,263000,173.5
2631,263200,234.0
2633,263400,219.0
2635,263600,254.0
2637,263800,215.5
2639,264000,201.0
2641,264200,220.5
2643,264400,220.0
2645,264600,163.0
2647,264800,202.5
2649,265000,278.5
2651,265200,191.5
2653,265400,252.5
2655,265600,227.5
2657,265800,186.0
2659,266000,234.0
2661,266200,213.0
2663,266400,224.0
2665,266600,268.0
2667,266800,212.5
2669,267000,257.0
2671,267200,208.0
2673,267400,199.5
2675,267600,296.5
2677,267800,171.0
2679,268000,196.0
2681,268200,239.0
2683,268400,312.0
2685,268600,267.0
2687,268800,242.5
2689,269000,232.5
2691,269200,295.0
2693,269400,286.0
2695,269600,238.0
2697,269800,232.5
2699,270000,209.5
2701,270200,193.0
2703,270400,238.0
2705,270600,229.5
2707,270800,229.5
2709,271000,269.0
2711,271200,191.0
2713,271400,218.0
2715,271600,260.5
2717,271800,274.5
2719,272000,184.0
2721,272200,235.5
2723,272400,173.5
2725,272600,207.5
2727,272800,267.5
2729,273000,183.0
2731,273200,243.0
2733,273400,329.0
2735,273600,256.0
2737,273800,260.0
2739,274000,263.5
2741,274200,237.5
2743,274400,227.0
2745,274600,187.0
2747,274800,275.0
2749,275000,257.5
2751,275200,189.0
2753,275400,234.0
2755,275600,232.0
2757,275800,164.0
2759,276000,225.0
2761,276200,238.5
2763,276400,262.5
2765,276600,200.0
2767,276800,341.0
2769,277000,245.5
2771,277200,266.5
2773,277400,250.5
2775,277600,247.0
2777,277800,244.5
2779,278000,178.5
2781,278200,228.5
2783,278400,183.0
2785,278600,173.0
2787,278800,288.5
2789,279000,259.5
2791,279200,136.5
2793,279400,176.0
2795,279600,220.0
2797,279800,221.0
2799,280000,204.5
2801,280200,206.5
2803,280400,212.0
2805,280600,330.5
2807,280800,259.0
2809,281000,206.0
2811,281200,226.5
2813,281400,210.0
2815,281600,292.5
2817,281800,254.5
2819,282000,240.5
2821,282200,277.5
2823,282400,233.5
2825,282600,177.5
2827,282800,245.5
2829,283000,234.5
2831,283200,230.0
2833,283400,258.0
2835,283600,227.0
2837,283800,267.5
2839,284000,241.0
2841,284200,177.0
2843,284400,256.5
2845,284600,286.5
2847,284800,196.0
2849,285000,225.0
2851,285200,272.0
2853,285400,235.5
2855,285600,181.0
2857,285800,227.0
2859,286000,255.0
2861,286200,272.0
2863,286400,218.0
2865,286600,270.0
2867,286800,271.5
2869,287000,177.5
2871,287200,254.0
2873,287400,260.0
2875,287600,225.0
2877,287800,260.0
2879,288000,288.5
2881,288200,201.5
2883,288400,230.5
2885,288600,231.5
2887,288800,222.5
2889,289000,194.5
2891,289200,186.0
2893,289400,286.5
2895,289600,222.5
