episode,timestep,reward
2887,288800,240.5
2889,289000,125.5
2891,289200,188.0
2893,289400,213.5
2895,289600,213.0
2897,289800,237.0
2899,290000,172.0
2901,290200,212.0
2903,290400,159.5
2905,290600,172.0
2907,290800,195.5
2909,291000,211.0
2911,291200,240.0
2913,291400,195.0
2915,291600,202.0
2917,291800,195.5
2919,292000,194.0
2921,292200,242.5
2923,292400,199.5
2925,292600,244.0
2927,292800,177.5
2929,293000,244.0
2931,293200,264.5
2933,293400,180.0
2935,293600,189.5
2937,293800,223.0
2939,294000,205.0
2941,294200,191.5
2943,294400,181.5
2945,294600,133.5
2947,294800,189.5
2949,295000,216.0
2951,295200,214.0
2953,295400,162.0
2955,295600,223.0
2957,295800,256.5
2959,296000,160.5
2961,296200,207.5
2963,296400,199.0
2965,296600,155.5
2967,296800,215.5
2969,297000,217.0
2971,297200,218.5
2973,297400,266.0
2975,297600,206.5
2977,297800,168.0
2979,298000,191.5
2981,298200,174.5
2983,298400,253.5
2985,298600,176.5
2987,298800,127.0
2989,299000,171.0
2991,299200,236.5
2993,299400,195.0
2995,299600,220.5
2997,299800,198.0
2999,300000,249.0
3001,300200,227.5
3003,300400,145.0
3005,300600,202.0
3007,300800,163.0
3009,301000,179.5
3011,301200,224.0
3013,301400,179.0
3015,301600,166.5
3017,301800,193.0
3019,302000,246.0
3021,302200,170.5
3023,302400,192.5
3025,302600,236.5
3027,302800,208.5
3029,303000,230.5
3031,303200,276.0
3033,303400,247.0
3035,303600,194.0
3037,303800,257.5
3039,304000,173.0
3041,304200,255.0
3043,304400,238.5
3045,304600,203.5
3047,304800,215.0
3049,305000,257.5
3051,305200,196.5
3053,305400,320.0
3055,305600,279.5
3057,305800,98.5
3059,306000,250.0
3061,306200,164.5
3063,306400,264.0
3065,306600,239.0
3067,306800,192.0
3069,307000,210.0
3071,307200,193.0
3073,307400,231.5
3075,307600,298.5
3077,307800,259.5
3079,308000,238.0
3081,308200,238.5
3083,308400,157.5
3085,308600,188.0
3087,308800,189.0
3089,309000,240.5
3091,309200,250.0
3093,309400,176.0
3095,309600,205.0
3097,309800,206.0
3099,310000,184.0
3101,310200,158.5
3103,310400,262.5
3105,310600,271.0
3107,310800,261.5
3109,311000,143.5
3111,311200,205.0
3113,311400,203.0
3115,311600,188.5
3117,311800,206.0
3119,312000,155.0
3121,312200,205.5
3123,312400,155.0
3125,312600,196.0
3127,312800,316.0
3129,313000,253.0
3131,313200,230.5
3133,313400,190.0
3135,313600,257.0
3137,313800,171.0
3139,314000,153.0
3141,314200,103.0
3143,314400,154.0
3145,314600,239.0
3147,314800,225.0
3149,315000,234.0
3151,315200,243.5
3153,315400,242.0
3155,315600,262.5
3157,315800,244.5
3159,316000,157.0
3161,316200,228.0
3163,316400,271.0
3165,316600,157.5
3167,316800,216.0
3169,317000,219.5
3171,317200,250.5
3173,317400,234.5
3175,317600,265.0
3177,317800,256.5
3179,318000,213.0
3181,318200,151.0
3183,318400,287.0
3185,318600,226.5
3187,318800,262.0
3189,319000,217.5
3191,319200,297.0
3193,319400,207.5
3195,319600,196.0
3197,319800,294.5
3199,320000,253.0
3201,320200,210.0
3203,320400,206.5
3205,320600,231.5
3207,320800,172.0
3209,321000,161.0
3211,321200,295.5
3213,321400,309.5
3215,321600,272.0
3217,321800,202.0
3219,322000,229.5
3221,322200,151.5
3223,322400,222.0
3225,322600,290.5
3227,322800,186.5
3229,323000,227.5
3231,323200,222.0
3233,323400,175.0
3235,323600,272.5
3237,323800,262.0
3239,324000,210.5
3241,324200,271.0
3243,324400,200.0
3245,324600,185.0
3247,324800,215.0
3249,325000,218.0
3251,325200,242.5
3253,325400,226.5
3255,325600,231.5
3257,325800,189.5
3259,326000,237.5
3261,326200,254.0
3263,326400,256.0
3265,326600,251.0
3267,326800,244.0
3269,327000,255.5
3271,327200,293.0
3273,327400,152.0
3275,327600,267.5
3277,327800,198.0
3279,328000,225.5
3281,328200,190.5
3283,328400,165.0
3285,328600,269.5
3287,328800,344.0
3289,329000,268.5
3291,329200,182.5
3293,329400,210.5
3295,329600,225.0
3297,329800,296.0
3299,330000,245.0
3301,330200,224.5
3303,330400,244.0
3305,330600,254.0
3307,330800,196.0
3309,331000,200.0
3311,331200,192.5
3313,331400,196.0
3315,331600,269.5
3317,331800,232.5
3319,332000,217.5
3321,332200,274.5
3323,332400,217.0
3325,332600,258.0
3327,332800,238.0
3329,333000,203.0
3331,333200,315.5
3333,333400,248.0
3335,333600,279.0
3337,333800,195.0
3339,334000,255.0
3341,334200,166.0
3343,334400,279.0
3345,334600,235.0
3347,334800,274.0
3349,335000,227.5
3351,335200,226.5
3353,335400,268.5
3355,335600,247.0
3357,335800,272.0
3359,336000,251.0
3361,336200,196.5
3363,336400,193.5
3365,336600,265.0
3367,336800,209.0
3369,337000,208.5
3371,337200,228.0
3373,337400,201.0
3375,337600,254.0
3377,337800,211.0
3379,338000,225.0
3381,338200,176.5
3383,338400,193.0
3385,338600,230.0
3387,338800,256.0
3389,339000,209.5
3391,339200,254.0
3393,339400,233.5
3395,339600,160.5
3397,339800,198.0
3399,340000,310.5
3401,340200,279.5
3403,340400,204.5
3405,340600,190.0
3407,340800,99.0
3409,341000,251.5
3411,341200,259.5
3413,341400,283.0
3415,341600,247.5
3417,341800,202.0
3419,342000,223.5
3421,342200,188.5
3423,342400,197.0
3425,342600,233.0
3427,342800,215.0
3429,343000,249.5
3431,343200,257.5
3433,343400,274.0
3435,343600,285.0
3437,343800,239.0
3439,344000,174.0
3441,344200,181.5
3443,344400,107.0
3445,344600,256.0
3447,344800,282.5
3449,345000,203.5
3451,345200,252.0
3453,345400,255.5
3455,345600,230.5
3457,345800,219.5
3459,346000,285.0
3461,346200,201.0
3463,346400,288.0
3465,346600,238.0
3467,346800,235.5
3469,347000,279.0
3471,347200,201.0
3473,347400,155.5
3475,347600,201.5
3477,347800,261.0
3479,348000,222.0
3481,348200,255.0
3483,348400,230.5
3485,348600,243.0
3487,348800,311.0
3489,349000,199.5
3491,349200,168.5
3493,349400,161.0
3495,349600,189.5
3497,349800,268.5
3499,350000,217.0
3501,350200,246.0
3503,350400,187.5
3505,350600,209.5
3507,350800,301.0
3509,351000,155.0
3511,351200,180.0
3513,351400,252.5
3515,351600,194.0
3517,351800,165.5
3519,352000,325.5
3521,352200,282.0
3523,352400,270.5
3525,352600,261.5
3527,352800,176.0
3529,353000,234.5
3531,353200,191.0
3533,353400,278.5
3535,353600,168.5
3537,353800,283.5
3539,354000,166.0
3541,354200,194.0
3543,354400,163.5
3545,354600,302.0
3547,354800,275.0
3549,355000,212.5
3551,355200,253.5
3553,355400,231.5
3555,355600,239.5
3557,355800,143.5
3559,356000,252.5
3561,356200,210.0
3563,356400,255.5
3565,356600,223.0
3567,356800,207.5
3569,357000,109.0
3571,357200,309.0
3573,357400,149.5
3575,357600,212.0
3577,357800,246.5
3579,358000,222.5
3581,358200,248.5
3583,358400,195.5
3585,358600,280.0
3587,358800,206.5
3589,359000,203.5
3591,359200,210.0
3593,359400,209.0
3595,359600,280.5
3597,359800,202.5
3599,360000,271.0
3601,360200,188.0
3603,360400,278.0
3605,360600,227.0
3607,360800,181.0
3609,361000,268.0
3611,361200,222.0
3613,361400,220.5
3615,361600,157.5
3617,361800,219.5
3619,362000,208.5
3621,362200,127.0
3623,362400,299.5
3625,362600,325.5
3627,362800,226.5
3629,363000,290.5
3631,363200,285.5
3633,363400,243.5
3635,363600,258.5
3637,363800,179.0
3639,364000,292.5
3641,364200,227.5
3643,364400,203.0
3645,364600,296.0
3647,364800,202.5
3649,365000,203.5
3651,365200,170.5
3653,365400,247.5
3655,365600,252.0
3657,365800,213.5
3659,366000,247.5
3661,366200,256.0
3663,366400,177.5
3665,366600,264.0
3667,366800,273.0
3669,367000,264.5
3671,367200,266.0
3673,367400,202.0
3675,367600,153.0
3677,367800,266.5
3679,368000,223.0
3681,368200,233.0
3683,368400,239.0
3685,368600,282.5
3687,368800,252.0
3689,369000,232.5
3691,369200,226.5
3693,369400,245.0
3695,369600,268.5
3697,369800,283.0
3699,370000,273.0
3701,370200,190.0
3703,370400,248.0
3705,370600,293.5
3707,370800,233.0
3709,371000,195.0
3711,371200,246.0
3713,371400,202.0
3715,371600,274.5
3717,371800,171.5
3719,372000,224.5
3721,372200,352.5
3723,372400,236.0
3725,372600,243.0
3727,372800,181.0
3729,373000,264.5
3731,373200,219.5
3733,373400,239.0
3735,373600,280.0
3737,373800,147.5
3739,374000,154.5
3741,374200,223.5
3743,374400,278.0
3745,374600,258.0
3747,374800,212.5
3749,375000,134.0
3751,375200,209.5
3753,375400,224.0
3755,375600,174.5
3757,375800,169.0
3759,376000,175.5
3761,376200,232.5
3763,376400,302.5
3765,376600,213.5
3767,376800,233.5
3769,377000,171.5
3771,377200,203.0
3773,377400,307.0
3775,377600,157.5
3777,377800,257.5
3779,378000,277.5
3781,378200,231.0
3783,378400,202.5
3785,378600,242.5
3787,378800,248.5
3789,379000,297.0
3791,379200,248.5
3793,379400,163.0
3795,379600,250.5
3797,379800,254.0
3799,380000,189.0
3801,380200,273.5
3803,380400,282.0
3805,380600,211.5
3807,380800,267.0
3809,381000,221.5
3811,381200,217.0
3813,381400,253.0
3815,381600,207.0
3817,381800,205.5
3819,382000,212.0
3821,382200,227.0
3823,382400,224.5
3825,382600,201.5
3827,382800,161.5
3829,383000,178.0
3831,383200,228.0
3833,383400,250.5
3835,383600,207.5
3837,383800,247.0
3839,384000,273.5
3841,384200,241.5
3843,384400,173.5
3845,384600,220.5
3847,384800,294.0
3849,385000,191.0
3851,385200,232.5
3853,385400,227.5
3855,385600,219.5
3857,385800,255.0
3859,386000,296.0
3861,386200,151.0
3863,386400,202.0
3865,386600,157.5
3867,386800,166.0
3869,387000,277.0
3871,387200,232.5
3873,387400,173.5
3875,387600,211.5
3877,387800,226.0
3879,388000,163.0
3881,388200,159.5
3883,388400,160.5
3885,388600,263.0
3887,388800,269.5
3889,389000,303.0
3891,389200,252.0
3893,389400,188.0
3895,389600,157.0
3897,389800,125.5
3899,390000,213.5
3901,390200,188.5
3903,390400,188.0
3905,390600,166.0
3907,390800,207.5
3909,391000,253.5
3911,391200,167.0
3913,391400,184.5
3915,391600,259.0
3917,391800,221.5
3919,392000,245.5
3921,392200,204.0
3923,392400,209.5
3925,392600,300.5
3927,392800,167.5
3929,393000,220.0
3931,393200,137.0
3933,393400,246.0
3935,393600,160.5
3937,393800,171.5
3939,394000,179.5
3941,394200,198.5
3943,394400,185.0
3945,394600,197.0
3947,394800,240.5
3949,395000,214.5
3951,395200,241.5
3953,395400,169.0
3955,395600,224.5
3957,395800,207.5
3959,396000,132.0
3961,396200,179.0
3963,396400,230.5
3965,396600,239.0
3967,396800,211.0
3969,397000,225.5
3971,397200,315.0
3973,397400,213.5
3975,397600,246.5
3977,397800,198.0
3979,398000,227.0
3981,398200,232.0
3983,398400,248.5
3985,398600,230.0
3987,398800,199.5
3989,399000,218.0
3991,399200,239.0
3993,399400,124.5
3995,399600,134.5
3997,399800,193.5
3999,400000,193.0
4001,400200,238.5
4003,400400,198.0
4005,400600,197.5
4007,400800,221.0
4009,401000,180.5
4011,401200,168.5
4013,401400,284.0
4015,401600,191.5
4017,401800,209.0
4019,402000,210.5
4021,402200,268.5
4023,402400,246.5
4025,402600,258.0
4027,402800,299.5
4029,403000,227.0
4031,403200,189.5
4033,403400,244.0
4035,403600,199.5
4037,403800,219.5
4039,404000,215.0
4041,404200,189.0
4043,404400,188.5
4045,404600,207.5
4047,404800,213.5
4049,405000,201.5
4051,405200,178.5
4053,405400,277.5
4055,405600,247.0
4057,405800,206.5
4059,406000,279.0
4061,406200,212.0
4063,406400,251.5
4065,406600,223.5
4067,406800,284.5
4069,407000,235.0
4071,407200,204.0
4073,407400,230.0
4075,407600,231.0
4077,407800,133.5
4079,408000,210.0
4081,408200,197.0
4083,408400,244.5
4085,408600,213.5
4087,408800,242.0
4089,409000,176.0
4091,409200,232.0
4093,409400,277.5
4095,409600,191.0
4097,409800,219.0
4099,410000,217.5
4101,410200,225.0
4103,410400,136.0
4105,410600,226.0
4107,410800,239.5
4109,411000,283.0
4111,411200,188.5
4113,411400,205.0
4115,411600,251.5
4117,411800,227.0
4119,412000,200.5
4121,412200,223.0
4123,412400,109.5
4125,412600,225.0
4127,412800,183.0
4129,413000,213.0
4131,413200,210.5
4133,413400,166.5
4135,413600,157.5
4137,413800,299.0
4139,414000,189.0
4141,414200,174.5
4143,414400,247.5
4145,414600,236.5
4147,414800,208.5
4149,415000,247.0
4151,415200,216.5
4153,415400,276.0
4155,415600,221.0
4157,415800,210.5
4159,416000,277.0
4161,416200,165.5
4163,416400,275.5
4165,416600,194.5
4167,416800,192.5
4169,417000,217.5
4171,417200,233.0
4173,417400,189.5
4175,417600,218.5
4177,417800,235.5
4179,418000,205.5
4181,418200,117.0
4183,418400,164.5
4185,418600,223.5
4187,418800,167.5
4189,419000,200.5
4191,419200,185.5
4193,419400,288.5
4195,419600,148.0
4197,419800,271.5
4199,420000,128.5
4201,420200,176.5
4203,420400,187.5
4205,420600,236.5
4207,420800,260.0
4209,421000,174.0
4211,421200,230.0
4213,421400,151.0
4215,421600,178.0
4217,421800,190.5
4219,422000,167.5
4221,422200,296.5
4223,422400,185.5
4225,422600,176.0
4227,422800,127.5
4229,423000,171.5
4231,423200,214.0
4233,423400,209.5
4235,423600,235.0
4237,423800,187.0
4239,424000,283.0
4241,424200,150.0
4243,424400,153.0
4245,424600,229.0
4247,424800,111.5
4249,425000,189.0
4251,425200,225.5
4253,425400,235.0
4255,425600,141.5
4257,425800,281.5
4259,426000,293.5
4261,426200,254.0
4263,426400,218.5
4265,426600,216.0
4267,426800,268.5
4269,427000,157.5
4271,427200,255.0
4273,427400,172.5
4275,427600,132.5
4277,427800,278.5
4279,428000,174.5
4281,428200,165.5
4283,428400,208.0
4285,428600,183.5
4287,428800,216.0
4289,429000,153.5
4291,429200,223.5
4293,429400,283.5
4295,429600,202.0
4297,429800,216.0
4299,430000,229.5
4301,430200,179.0
4303,430400,91.5
4305,430600,204.0
4307,430800,181.0
4309,431000,159.5
4311,431200,248.5
4313,431400,177.5
4315,431600,218.0
4317,431800,171.0
4319,432000,255.0
4321,432200,298.0
4323,432400,256.5
4325,432600,149.0
4327,432800,171.5
4329,433000,204.0
4331,433200,197.5
4333,433400,272.5
4335,433600,188.0
4337,433800,140.0
4339,434000,256.0
4341,434200,213.5
4343,434400,183.5
4345,434600,220.0
4347,434800,202.0
4349,435000,234.0
4351,435200,154.5
4353,435400,278.0
4355,435600,200.5
4357,435800,258.5
4359,436000,252.5
4361,436200,317.0
4363,436400,122.0
4365,436600,135.0
4367,436800,226.5
4369,437000,226.0
4371,437200,203.0
4373,437400,179.0
4375,437600,195.0
4377,437800,208.5
4379,438000,202.0
4381,438200,219.5
4383,438400,210.0
4385,438600,194.0
4387,438800,209.0
4389,439000,278.0
4391,439200,239.5
4393,439400,212.5
4395,439600,203.5
4397,439800,184.0
4399,440000,316.5
4401,440200,154.0
4403,440400,148.0
4405,440600,164.0
4407,440800,199.0
4409,441000,147.5
4411,441200,201.0
4413,441400,163.5
4415,441600,171.0
4417,441800,166.5
4419,442000,265.5
4421,442200,254.5
4423,442400,219.5
4425,442600,226.0
4427,442800,130.5
4429,443000,277.5
4431,443200,166.0
4433,443400,270.0
4435,443600,171.5
4437,443800,237.5
4439,444000,144.5
4441,444200,247.0
4443,444400,198.0
4445,444600,184.0
4447,444800,68.5
4449,445000,161.0
4451,445200,237.5
4453,445400,210.0
4455,445600,144.5
4457,445800,188.0
4459,446000,262.5
4461,446200,212.0
4463,446400,247.5
4465,446600,179.0
4467,446800,173.5
4469,447000,216.5
4471,447200,193.5
4473,447400,152.0
4475,447600,216.0
4477,447800,176.0
4479,448000,193.5
4481,448200,160.5
4483,448400,165.5
4485,448600,141.0
4487,448800,233.0
4489,449000,258.0
4491,449200,237.5
4493,449400,176.0
4495,449600,262.0
4497,449800,160.5
4499,450000,231.5
4501,450200,192.0
4503,450400,217.0
4505,450600,160.5
4507,450800,246.5
4509,451000,236.5
4511,451200,195.0
4513,451400,234.5
4515,451600,273.0
4517,451800,243.0
4519,452000,183.0
4521,452200,195.0
4523,452400,108.5
4525,452600,131.5
4527,452800,165.0
4529,453000,240.0
4531,453200,270.5
4533,453400,160.0
4535,453600,180.5
4537,453800,229.5
4539,454000,244.5
4541,454200,237.0
4543,454400,246.5
4545,454600,244.0
4547,454800,196.0
4549,455000,216.5
4551,455200,196.5
4553,455400,214.0
4555,455600,181.0
4557,455800,191.5
4559,456000,266.0
4561,456200,209.0
4563,456400,154.0
4565,456600,223.0
4567,456800,214.5
4569,457000,159.0
4571,457200,253.0
4573,457400,206.5
4575,457600,226.0
4577,457800,266.0
4579,458000,211.0
4581,458200,277.0
4583,458400,212.0
4585,458600,190.0
4587,458800,173.0
4589,459000,176.5
4591,459200,252.5
4593,459400,201.0
4595,459600,204.5
4597,459800,224.0
4599,460000,271.5
4601,460200,200.5
4603,460400,214.0
4605,460600,209.5
4607,460800,239.0
4609,461000,244.0
4611,461200,232.0
4613,461400,277.0
4615,461600,202.5
4617,461800,283.0
4619,462000,154.0
4621,462200,197.0
4623,462400,214.5
4625,462600,177.0
4627,462800,211.0
4629,463000,252.0
4631,463200,195.0
4633,463400,229.0
4635,463600,184.0
4637,463800,216.5
4639,464000,155.0
4641,464200,235.5
4643,464400,243.0
4645,464600,206.5
4647,464800,120.5
4649,465000,209.0
4651,465200,263.5
4653,465400,232.0
4655,465600,114.5
4657,465800,204.5
4659,466000,230.0
4661,466200,161.5
4663,466400,180.5
4665,466600,251.5
4667,466800,201.0
4669,467000,158.0
4671,467200,276.5
4673,467400,155.5
4675,467600,208.5
4677,467800,221.5
4679,468000,199.0
4681,468200,201.0
4683,468400,256.5
4685,468600,206.5
4687,468800,237.5
4689,469000,225.0
4691,469200,212.5
4693,469400,219.0
4695,469600,196.0
4697,469800,188.0
4699,470000,255.5
4701,470200,210.0
4703,470400,237.0
4705,470600,239.0
4707,470800,206.0
4709,471000,221.0
4711,471200,193.0
4713,471400,240.5
4715,471600,240.5
4717,471800,179.5
4719,472000,282.0
4721,472200,197.5
4723,472400,170.5
4725,472600,195.0
4727,472800,191.5
4729,473000,253.0
4731,473200,211.5
4733,473400,189.0
4735,473600,207.5
4737,473800,267.5
4739,474000,227.5
4741,474200,258.0
4743,474400,170.0
4745,474600,136.5
4747,474800,218.5
4749,475000,284.5
4751,475200,169.0
4753,475400,201.0
4755,475600,235.0
4757,475800,186.5
4759,476000,182.0
4761,476200,217.0
4763,476400,177.5
4765,476600,270.0
4767,476800,207.5
4769,477000,168.0
4771,477200,219.0
4773,477400,174.0
4775,477600,167.0
4777,477800,173.5
4779,478000,233.0
4781,478200,223.5
4783,478400,224.5
4785,478600,221.5
4787,478800,157.0
4789,479000,220.5
4791,479200,121.0
4793,479400,188.5
4795,479600,225.0
4797,479800,220.0
4799,480000,256.5
4801,480200,281.5
4803,480400,198.0
4805,480600,192.5
4807,480800,204.0
4809,481000,221.0
4811,481200,171.0
4813,481400,161.5
4815,481600,229.0
4817,481800,268.0
4819,482000,246.0
4821,482200,181.5
4823,482400,224.0
4825,482600,222.0
4827,482800,226.5
4829,483000,199.0
4831,483200,252.5
4833,483400,203.5
4835,483600,206.0
4837,483800,202.0
4839,484000,264.5
4841,484200,230.5
4843,484400,159.5
4845,484600,198.5
4847,484800,217.5
4849,485000,222.5
4851,485200,261.0
4853,485400,243.0
4855,485600,233.5
4857,485800,290.0
4859,486000,232.0
4861,486200,219.0
4863,486400,177.5
4865,486600,300.5
4867,486800,189.5
4869,487000,192.0
4871,487200,154.0
4873,487400,221.5
4875,487600,270.0
4877,487800,192.0
4879,488000,176.5
4881,488200,194.0
4883,488400,307.5
4885,488600,267.0
4887,488800,220.5
4889,489000,227.0
4891,489200,220.0
4893,489400,151.0
4895,489600,281.5
4897,489800,258.5
4899,490000,177.0
4901,490200,215.0
4903,490400,188.5
4905,490600,146.5
4907,490800,270.5
4909,491000,188.0
4911,491200,191.5
4913,491400,198.5
4915,491600,178.0
4917,491800,221.0
4919,492000,214.5
4921,492200,185.0
4923,492400,223.5
4925,492600,225.5
4927,492800,239.0
4929,493000,218.5
4931,493200,225.0
4933,493400,214.5
4935,493600,258.5
4937,493800,234.5
4939,494000,205.5
4941,494200,214.0
4943,494400,249.5
4945,494600,238.5
4947,494800,192.5
4949,495000,241.0
4951,495200,251.0
4953,495400,247.5
4955,495600,153.5
4957,495800,175.0
4959,496000,204.5
4961,496200,184.5
4963,496400,222.0
4965,496600,279.0
4967,496800,210.5
4969,497000,206.0
4971,497200,234.5
4973,497400,176.0
4975,497600,208.5
4977,497800,141.5
4979,498000,241.5
4981,498200,179.0
4983,498400,229.0
4985,498600,228.5
4987,498800,232.0
4989,499000,175.5
4991,499200,194.5
4993,499400,232.5
4995,499600,146.5
4997,499800,253.5
4999,500000,210.5
5001,500200,225.5
5003,500400,230.0
5005,500600,187.0
5007,500800,258.5
5009,501000,241.5
5011,501200,227.0
5013,501400,172.5
5015,501600,251.5
5017,501800,236.0
5019,502000,254.0
5021,502200,287.0
5023,502400,323.5
5025,502600,254.5
5027,502800,116.5
5029,503000,243.0
5031,503200,223.5
5033,503400,201.0
5035,503600,135.0
5037,503800,119.0
5039,504000,145.5
5041,504200,260.5
5043,504400,189.0
5045,504600,255.5
5047,504800,242.0
5049,505000,185.5
5051,505200,182.5
5053,505400,201.5
5055,505600,221.0
5057,505800,169.5
5059,506000,251.5
5061,506200,209.0
5063,506400,199.5
5065,506600,180.5
5067,506800,269.5
5069,507000,314.5
5071,507200,242.0
5073,507400,175.0
5075,507600,250.5
5077,507800,267.5
5079,508000,202.5
5081,508200,275.5
5083,508400,167.5
5085,508600,243.5
5087,508800,150.5
5089,509000,265.5
5091,509200,210.5
5093,509400,286.0
5095,509600,179.5
5097,509800,234.0
5099,510000,201.5
5101,510200,236.0
5103,510400,174.5
5105,510600,213.5
5107,510800,205.5
5109,511000,221.0
5111,511200,234.5
5113,511400,214.0
5115,511600,187.0
5117,511800,250.0
5119,512000,148.5
5121,512200,177.5
5123,512400,231.5
5125,512600,222.0
5127,512800,160.0
5129,513000,197.0
5131,513200,174.5
5133,513400,184.5
5135,513600,141.0
5137,513800,157.5
5139,514000,244.0
5141,514200,179.0
5143,514400,150.5
5145,514600,226.0
5147,514800,172.0
5149,515000,136.0
5151,515200,233.0
5153,515400,129.0
5155,515600,119.5
5157,515800,252.5
5159,516000,192.0
5161,516200,137.0
5163,516400,163.0
5165,516600,167.5
5167,516800,124.5
5169,517000,172.5
5171,517200,178.0
5173,517400,195.0
5175,517600,62.5
5177,517800,215.5
5179,518000,168.0
5181,518200,143.0
5183,518400,182.5
5185,518600,202.0
5187,518800,240.0
5189,519000,168.5
5191,519200,156.0
5193,519400,162.0
5195,519600,168.0
5197,519800,180.0
5199,520000,220.5
5201,520200,175.0
5203,520400,198.0
5205,520600,224.5
5207,520800,189.5
5209,521000,245.5
5211,521200,112.0
5213,521400,184.0
5215,521600,109.0
5217,521800,254.5
5219,522000,95.5
5221,522200,267.0
5223,522400,163.0
5225,522600,178.0
5227,522800,154.5
5229,523000,272.0
5231,523200,187.5
5233,523400,312.0
5235,523600,171.0
5237,523800,224.5
5239,524000,227.5
5241,524200,241.0
5243,524400,191.5
5245,524600,240.0
5247,524800,220.0
5249,525000,199.5
5251,525200,183.0
5253,525400,155.0
5255,525600,113.5
5257,525800,146.0
5259,526000,178.0
5261,526200,234.5
5263,526400,262.5
5265,526600,161.5
5267,526800,164.0
5269,527000,194.5
5271,527200,197.5
5273,527400,177.0
5275,527600,180.0
5277,527800,206.0
5279,528000,220.5
5281,528200,221.0
5283,528400,215.5
5285,528600,215.5
5287,528800,207.5
5289,529000,253.0
5291,529200,179.0
5293,529400,148.5
5295,529600,199.5
5297,529800,124.5
5299,530000,213.5
5301,530200,204.0
5303,530400,148.0
5305,530600,247.5
5307,530800,215.0
5309,531000,236.5
5311,531200,221.5
5313,531400,223.0
5315,531600,292.5
5317,531800,219.5
5319,532000,164.5
5321,532200,156.5
5323,532400,339.5
5325,532600,110.5
5327,532800,192.5
5329,533000,194.0
5331,533200,230.0
5333,533400,196.5
5335,533600,221.5
5337,533800,195.0
5339,534000,217.5
5341,534200,233.5
5343,534400,196.5
5345,534600,200.5
5347,534800,299.0
5349,535000,180.0
5351,535200,276.5
5353,535400,234.5
5355,535600,171.0
5357,535800,252.0
5359,536000,281.0
5361,536200,276.5
5363,536400,237.0
5365,536600,124.0
5367,536800,372.5
5369,537000,179.5
5371,537200,269.0
5373,537400,191.5
5375,537600,340.0
5377,537800,151.0
5379,538000,209.5
5381,538200,195.0
5383,538400,196.5
5385,538600,208.0
5387,538800,256.5
5389,539000,288.5
5391,539200,241.0
5393,539400,195.0
5395,539600,213.0
5397,539800,225.5
5399,540000,206.0
5401,540200,264.0
5403,540400,265.5
5405,540600,253.5
5407,540800,216.5
5409,541000,173.0
5411,541200,170.0
5413,541400,185.0
5415,541600,247.0
5417,541800,256.5
5419,542000,232.5
5421,542200,185.0
5423,542400,273.5
5425,542600,196.0
5427,542800,286.5
5429,543000,190.5
5431,543200,142.5
5433,543400,188.0
5435,543600,177.0
5437,543800,157.5
5439,544000,236.5
5441,544200,225.0
5443,544400,183.0
5445,544600,285.0
5447,544800,206.0
5449,545000,175.0
5451,545200,214.0
5453,545400,266.5
5455,545600,243.5
5457,545800,236.0
5459,546000,166.5
5461,546200,251.0
5463,546400,188.5
5465,546600,257.0
5467,546800,236.5
5469,547000,193.0
5471,547200,225.0
5473,547400,203.5
5475,547600,142.0
5477,547800,236.0
5479,548000,163.0
5481,548200,299.0
5483,548400,220.5
5485,548600,265.5
5487,548800,233.0
5489,549000,229.5
5491,549200,180.0
5493,549400,234.5
5495,549600,147.5
5497,549800,177.0
5499,550000,267.5
5501,550200,191.5
5503,550400,304.0
5505,550600,266.5
5507,550800,213.5
5509,551000,240.5
5511,551200,191.5
5513,551400,216.0
5515,551600,215.5
5517,551800,220.5
5519,552000,218.5
5521,552200,281.5
5523,552400,245.0
5525,552600,205.5
5527,552800,282.5
5529,553000,258.5
5531,553200,127.0
5533,553400,180.0
5535,553600,270.0
5537,553800,202.5
5539,554000,234.0
5541,554200,210.0
5543,554400,241.5
5545,554600,242.5
5547,554800,289.5
5549,555000,280.5
5551,555200,203.5
5553,555400,278.0
5555,555600,219.5
5557,555800,210.0
5559,556000,152.0
5561,556200,199.0
5563,556400,220.0
5565,556600,203.0
5567,556800,232.0
5569,557000,255.0
5571,557200,166.0
5573,557400,204.5
5575,557600,180.5
5577,557800,285.0
5579,558000,220.5
5581,558200,252.0
5583,558400,181.5
5585,558600,253.0
5587,558800,291.0
5589,559000,233.5
5591,559200,246.5
5593,559400,216.5
5595,559600,222.0
5597,559800,223.0
5599,560000,223.5
5601,560200,179.0
5603,560400,218.0
5605,560600,194.0
5607,560800,245.5
5609,561000,166.0
5611,561200,256.0
5613,561400,235.5
5615,561600,233.5
5617,561800,233.5
5619,562000,199.5
5621,562200,257.0
5623,562400,178.5
5625,562600,142.5
5627,562800,176.5
5629,563000,238.5
5631,563200,179.0
5633,563400,172.5
5635,563600,268.0
5637,563800,222.5
5639,564000,240.5
5641,564200,187.5
5643,564400,131.5
5645,564600,206.0
5647,564800,205.5
5649,565000,256.0
5651,565200,246.0
5653,565400,217.5
5655,565600,190.0
5657,565800,230.0
5659,566000,213.0
5661,566200,188.0
5663,566400,175.0
5665,566600,166.0
5667,566800,221.5
5669,567000,135.5
5671,567200,209.0
5673,567400,213.0
5675,567600,251.5
5677,567800,148.0
5679,568000,196.0
5681,568200,172.0
5683,568400,161.5
